Thu Mar 29 18:47:30 2018, Humidity,T in C,T in F,mS1,mS2,mS3,mS4,mS5,mS6,mS7,mS8,mS9,mS10,mS11,mS12,mS13,mS14,mS15,mS16,p1,p2,p3,p4
Thu Apr  5 19:15:31 2018, 61.60,22.20,71.96,794,827,885,890,891,887,889,889,878,885,899,892,0,894,885,888,0,0,0,0,
Thu Apr  5 19:20:31 2018, 61.60,22.20,71.96,794,827,884,89064.60,21.80,71.24,793,826,882,890,891,887,888,888,879,884,898,891,0,892,883,887,0,0,0,0,
Thu Apr  5 19:25:31 2018, 64.60,21.80,71.24,793,825,882,890,891,887,888,889,880,885,897,891,0,892,883,888,0,0,0,0,
Thu Apr  5 19:30:31 2018, 64.60,21.80,71.24,792,826,882,890,891,886,888,888,879,884,898,891,0,892,883,888,0,0,0,0,
Thu Apr  5 19:35:31 2018, 64.50,21.70,71.06,792,825,882,889,891,887,888,889,879,885,897,891,3,893,883,888,0,0,0,0,
Thu Apr  5 19:40:31 2018, 64.60,21.80,71.24,792,825,881,890,891,886,888,889,879,885,897,891,0,893,883,888,0,0,0,0,
Thu Apr  5 19:45:31 2018, 64.60,21.80,71.24,792,826,882,891,891,886,888,888,880,885,898,892,0,893,883,887,0,0,0,0,
Thu Apr  5 19:50:31 2018, 64.50,21.70,71.06,793,825,882,890,891,887,888,889,879,884,898,891,0,892,883,888,0,0,0,0,
Thu Apr  5 19:55:31 2018, 64.60,21.70,71.06,792,826,881,889,890,886,888,889,879,885,897,891,0,892,883,887,0,0,0,0,
Thu Apr  5 20:00:31 2018, 64.60,21.70,71.06,792,825,882,889,888,886,887,888,879,884,897,890,8,892,883,887,0,0,0,0,
Thu Apr  5 20:05:31 2018, 64.80,21.80,71.24,793,825,881,890,891,887,888,888,879,885,898,891,0,893,883,888,0,0,0,0,
Thu Apr  5 20:10:32 2018, 64.80,21.70,71.06,792,826,882,890,891,887,888,889,880,885,898,891,0,892,883,888,0,0,0,0,
Thu Apr  5 20:15:32 2018, 64.80,21.70,71.06,792,826,882,890,891,886,889,889,880,885,897,891,0,893,883,888,0,0,0,0,
Thu Apr  5 20:20:32 2018, 64.70,21.70,71.06,792,827,880,887,891,887,888,889,880,884,897,891,0,892,883,888,0,0,0,0,
Thu Apr  5 20:25:32 2018, 64.60,21.70,71.06,793,826,881,890,890,886,888,888,880,885,898,891,0,892,884,888,0,0,0,0,
Thu Apr  5 20:30:32 2018, 64.60,21.70,71.06,792,825,882,890,891,887,888,889,880,885,898,891,4,893,883,888,0,0,0,0,
Thu Apr  5 20:35:32 2018, 64.60,21.70,71.06,792,825,882,890,891,887,888,889,879,885,898,891,0,892,884,888,0,0,0,0,
Thu Apr  5 20:40:32 2018, 64.60,21.70,71.06,793,825,882,890,891,887,888,888,880,884,898,891,0,892,883,887,0,0,0,0,
Thu Apr  5 20:45:32 2018, 64.60,21.70,71.06,792,824,881,890,891,887,888,889,880,884,897,891,0,893,883,888,0,0,0,0,
Thu Apr  5 20:50:32 2018, 64.80,21.70,71.06,792,825,881,890,891,887,888,889,880,885,898,891,0,893,882,888,0,0,0,0,
Thu Apr  5 20:55:32 2018, 64.90,21.70,71.06,792,824,882,890,891,887,888,889,879,886,898,891,0,893,882,888,0,0,0,0,
Thu Apr  5 21:00:33 2018, 64.90,21.70,71.06,793,825,881,890,890,887,888,889,879,884,898,891,0,892,884,888,0,0,0,0,
Thu Apr  5 21:05:33 2018, 65.00,21.70,71.06,792,825,882,890,891,887,888,889,879,884,898,891,0,892,883,888,0,0,0,0,
Thu Apr  5 21:10:33 2018, 64.90,21.70,71.06,792,825,881,890,890,887,888,889,880,884,897,891,0,892,883,888,0,0,0,0,
Thu Apr  5 21:15:33 2018, 64.80,21.70,71.06,792,826,881,890,891,887,889,888,879,885,898,891,0,892,883,887,0,0,0,0,
Thu Apr  5 21:20:33 2018, 64.70,21.70,71.06,793,825,881,890,891,886,888,888,880,885,898,892,0,892,883,888,0,0,0,0,
Thu Apr  5 21:25:33 2018, 64.70,21.70,71.06,792,825,881,890,890,887,888,889,880,885,897,891,0,893,883,887,0,0,0,0,
Thu Apr  5 21:30:33 2018, 64.70,21.70,71.06,792,826,881,890,891,887,888,889,880,884,897,891,0,892,883,887,0,0,0,0,
Thu Apr  5 21:35:33 2018, 64.70,21.70,71.06,792,825,881,890,890,887,888,888,880,884,897,891,0,893,883,888,0,0,0,0,
Thu Apr  5 21:40:33 2018, 64.80,21.70,71.06,793,825,882,890,891,887,889,888,880,885,898,891,0,893,883,887,0,0,0,0,
Thu Apr  5 21:45:33 2018, 64.70,21.70,71.06,792,825,881,890,890,886,889,889,880,885,897,891,0,892,883,888,0,0,0,0,
Thu Apr  5 21:50:34 2018, 64.70,21.70,71.06,793,825,881,890,890,887,888,889,879,885,898,891,0,892,883,888,0,0,0,0,
Thu Apr  5 21:55:34 2018, 64.80,21.70,71.06,792,825,881,890,890,886,888,889,880,884,898,891,0,892,883,888,0,0,0,0,
Thu Apr  5 22:00:34 2018, 65.00,21.70,71.06,792,825,881,890,890,887,888,889,880,885,897,891,0,892,883,888,0,0,0,0,
Thu Apr  5 22:05:34 2018, 64.90,21.70,71.06,793,824,881,890,891,887,887,889,880,884,898,890,4,892,883,888,0,0,0,0,
Thu Apr  5 22:10:34 2018, 64.90,21.70,71.06,792,824,882,890,891,887,887,887,880,885,897,891,1,893,884,888,0,0,0,0,
Thu Apr  5 22:15:34 2018, 64.80,21.70,71.06,793,824,881,890,890,887,888,888,880,885,897,891,3,893,883,887,0,0,0,0,
Thu Apr  5 22:20:34 2018, 64.70,21.70,71.06,792,825,881,890,891,886,888,889,880,884,897,891,0,893,882,888,0,0,0,0,
Thu Apr  5 22:25:34 2018, 64.70,21.70,71.06,792,825,881,890,891,886,888,888,880,885,897,891,0,892,883,888,0,0,0,0,
Thu Apr  5 22:30:34 2018, 64.60,21.60,70.88,793,825,881,890,891,887,888,888,880,884,898,891,3,892,883,888,0,0,0,0,
Thu Apr  5 22:35:34 2018, 64.70,21.70,71.06,792,826,882,890,890,887,888,889,880,885,898,891,0,892,882,888,0,0,0,0,
Thu Apr  5 22:40:34 2018, 64.70,21.70,71.06,792,825,881,890,890,886,888,889,879,885,897,891,0,892,883,887,0,0,0,0,
Thu Apr  5 22:45:35 2018, 64.70,21.70,71.06,792,824,882,890,891,886,888,888,880,885,897,891,3,892,883,887,0,0,0,0,
Thu Apr  5 22:50:35 2018, 64.70,21.70,71.06,792,825,882,890,891,886,888,888,879,885,896,891,0,892,883,887,0,0,0,0,
Thu Apr  5 22:55:35 2018, 64.90,21.70,71.06,792,824,881,890,890,887,888,889,880,884,898,891,0,892,883,888,0,0,0,0,
Thu Apr  5 23:00:35 2018, 65.00,21.70,71.06,792,825,880,890,891,886,888,889,880,884,897,890,0,892,883,888,0,0,0,0,
Thu Apr  5 23:05:35 2018, 65.00,21.70,71.06,792,825,881,890,73.80,22.90,73.22,792,826,881,890,890,886,888,889,881,885,896,891,0,893,883,888,0,0,0,0,
Thu Apr  5 23:10:35 2018, 73.90,22.90,73.22,792,826,881,890,891,886,888,889,881,885,896,891,0,893,883,888,0,0,0,0,
Thu Apr  5 23:15:35 2018, 73.70,22.80,73.04,793,825,881,890,891,887,888,890,881,885,897,891,0,893,883,888,0,0,0,0,
Thu Apr  5 23:20:35 2018, 73.80,22.90,73.22,792,826,881,890,890,887,888,889,881,885,896,891,15,893,883,888,0,0,0,0,
Thu Apr  5 23:25:35 2018, 73.90,22.90,73.22,793,825,881,890,890,887,888,889,880,885,896,891,0,892,883,888,0,0,0,0,
Thu Apr  5 23:30:36 2018, 73.90,22.90,73.22,793,826,880,890,891,886,888,889,881,885,896,891,0,893,883,888,0,0,0,0,
Thu Apr  5 23:35:36 2018, 73.80,22.80,73.04,793,826,881,890,891,887,888,889,881,885,896,891,0,893,883,888,0,0,0,0,
Thu Apr  5 23:40:36 2018, 73.90,22.90,73.22,792,825,881,890,891,887,888,889,881,885,897,891,4,893,883,889,0,0,0,0,
Thu Apr  5 23:45:36 2018, 73.80,22.90,73.22,793,825,881,891,890,887,887,890,881,885,896,890,8,893,883,888,0,0,0,0,
Thu Apr  5 23:50:36 2018, 73.80,22.90,73.22,793,825,881,889,891,887,888,890,880,886,896,891,1,893,883,888,0,0,0,0,
Thu Apr  5 23:55:36 2018, 73.80,22.90,73.22,793,826,881,891,890,887,888,889,881,885,896,891,0,893,883,888,0,0,0,0,
Fri Apr  6 00:00:36 2018, 73.70,22.80,73.04,791,826,880,891,891,886,888,889,881,886,896,891,0,893,884,888,0,0,0,0,
Fri Apr  6 00:05:36 2018, 73.80,22.90,73.22,793,824,880,891,890,887,887,889,881,885,896,890,0,892,883,888,0,0,0,0,
Fri Apr  6 00:10:36 2018, 73.90,22.90,73.22,792,826,880,890,891,887,888,889,881,885,896,891,0,893,883,888,0,0,0,0,
Fri Apr  6 00:15:36 2018, 73.90,22.90,73.22,793,825,881,890,891,886,888,890,881,885,896,891,0,892,884,888,0,0,0,0,
Fri Apr  6 00:20:36 2018, 73.90,22.90,73.22,793,826,880,891,891,886,888,889,881,885,896,891,0,893,883,888,0,0,0,0,
Fri Apr  6 00:25:37 2018, 73.90,22.90,73.22,793,826,881,890,891,886,888,889,881,886,896,891,0,893,883,888,0,0,0,0,
Fri Apr  6 00:30:37 2018, 73.90,22.90,73.22,793,825,881,890,890,886,887,889,881,886,896,891,1,893,883,888,0,0,0,0,
Fri Apr  6 00:35:37 2018, 73.90,22.90,73.22,793,825,881,891,891,887,888,889,881,885,896,891,5,893,883,888,0,0,0,0,
Fri Apr  6 00:40:37 2018, 73.90,22.90,73.22,793,825,880,891,891,887,889,889,881,885,896,891,0,893,883,888,0,0,0,0,
Fri Apr  6 00:45:37 2018, 73.90,22.90,73.22,793,826,881,891,890,887,888,889,881,885,896,891,0,893,882,888,0,0,0,0,
Fri Apr  6 00:50:37 2018, 73.90,22.90,73.22,793,825,880,890,891,887,888,888,881,885,896,891,10,893,883,888,0,0,0,0,
Fri Apr  6 00:55:37 2018, 73.90,22.90,73.22,793,825,881,890,891,887,888,889,882,885,896,891,7,893,883,888,0,0,0,0,
Fri Apr  6 01:00:37 2018, 73.90,22.90,73.22,793,825,881,890,890,887,888,889,881,884,897,891,0,893,883,888,0,0,0,0,
Fri Apr  6 01:05:37 2018, 73.90,22.90,73.22,793,826,881,890,890,887,888,889,881,885,896,891,0,893,882,888,0,0,0,0,
Fri Apr  6 01:10:37 2018, 73.90,22.90,73.22,792,826,881,890,891,886,888,889,881,885,896,892,0,892,883,888,0,0,0,0,
Fri Apr  6 01:15:37 2018, 73.90,22.90,73.22,793,825,880,890,891,887,888,890,881,885,896,891,0,893,884,888,0,0,0,0,
Fri Apr  6 01:20:38 2018, 73.90,22.90,73.22,792,824,881,890,891,887,887,889,881,885,896,890,5,893,883,889,0,0,0,0,
Fri Apr  6 01:25:38 2018, 74.00,22.90,73.22,793,826,881,890,891,887,888,889,881,885,896,891,6,893,884,888,0,0,0,0,
Fri Apr  6 01:30:38 2018, 74.00,22.90,73.22,792,825,881,889,891,887,888,889,880,885,896,891,0,893,883,888,0,0,0,0,
Fri Apr  6 01:35:38 2018, 74.00,22.90,73.22,793,826,881,890,891,887,888,889,881,886,897,891,0,893,883,888,0,0,0,0,
Fri Apr  6 01:40:38 2018, 74.00,22.90,73.22,792,826,881,890,891,886,888,890,881,885,896,891,0,893,883,888,0,0,0,0,
Fri Apr  6 01:45:38 2018, 74.00,22.90,73.22,793,825,881,890,891,887,888,890,881,885,896,891,22,893,883,889,0,0,0,0,
Fri Apr  6 01:50:38 2018, 74.00,22.90,73.22,793,825,881,891,891,887,888,889,881,885,896,891,1,893,883,888,0,0,0,0,
Fri Apr  6 01:55:38 2018, 74.00,22.90,73.22,793,826,881,890,890,886,888,889,881,885,896,891,0,893,883,888,0,0,0,0,
Fri Apr  6 02:00:38 2018, 74.00,22.90,73.22,792,825,881,890,891,886,888,889,881,886,896,891,0,893,883,888,0,0,0,0,
Fri Apr  6 02:05:38 2018, 74.00,22.90,73.22,793,825,881,891,891,887,888,889,881,885,896,891,0,893,883,888,0,0,0,0,
Fri Apr  6 02:10:38 2018, 74.00,22.90,73.22,793,825,881,890,890,887,888,889,881,885,896,892,0,893,883,888,0,0,0,0,
Fri Apr  6 02:15:38 2018, 74.00,22.90,73.22,793,826,881,890,890,886,889,889,881,885,896,892,0,893,882,888,0,0,0,0,
Fri Apr  6 02:20:39 2018, 74.00,22.90,73.22,793,825,881,890,891,886,887,889,880,885,896,891,0,893,884,887,0,0,0,0,
Fri Apr  6 02:25:39 2018, 74.00,22.90,73.22,793,825,880,890,891,887,888,889,881,885,896,891,0,892,883,888,0,0,0,0,
Fri Apr  6 02:30:39 2018, 74.00,22.90,73.22,793,826,881,890,891,886,888,889,881,886,896,891,0,893,883,889,0,0,0,0,
Fri Apr  6 02:35:39 2018, 74.00,22.90,73.22,793,825,881,890,891,886,888,889,880,886,896,891,0,892,883,888,0,0,0,0,
Fri Apr  6 02:40:39 2018, 74.00,22.90,73.22,793,825,881,891,890,887,888,889,882,884,896,892,0,893,882,888,0,0,0,0,
Fri Apr  6 02:45:39 2018, 74.00,22.90,73.22,793,826,881,890,891,887,888,889,881,885,896,891,20,893,883,887,0,0,0,0,
Fri Apr  6 02:50:39 2018, 74.00,22.90,73.22,793,826,879,871.40,23.30,73.94,792,826,879,890,891,887,888,890,882,886,897,891,0,893,883,888,0,0,0,0,
Fri Apr  6 02:55:39 2018, 71.20,23.20,73.76,792,827,879,890,891,887,888,890,882,886,896,891,0,893,884,889,0,0,0,0,
Fri Apr  6 03:00:39 2018, 71.10,23.20,73.76,792,827,879,890,891,886,888,890,882,886,897,892,0,893,883,888,0,0,0,0,
Fri Apr  6 03:05:39 2018, 71.00,23.20,73.76,792,826,879,890,891,887,887,890,882,886,897,891,0,892,884,888,0,0,0,0,
Fri Apr  6 03:10:39 2018, 70.90,23.20,73.76,792,827,880,890,891,886,888,890,882,885,897,891,0,892,883,889,0,0,0,0,
Fri Apr  6 03:15:39 2018, 70.80,23.20,73.76,791,826,880,890,891,886,887,890,882,886,896,891,0,893,883,889,0,0,0,0,
Fri Apr  6 03:20:40 2018, 70.80,23.30,73.94,793,827,880,890,891,886,888,890,882,885,897,891,3,893,884,889,0,0,0,0,
Fri Apr  6 03:25:40 2018, 70.70,23.20,73.76,792,826,879,890,891,886,888,890,881,886,897,891,0,892,883,889,0,0,0,0,
Fri Apr  6 03:30:40 2018, 70.60,23.20,73.76,792,826,879,890,891,887,888,890,882,886,897,891,0,893,883,889,0,0,0,0,
Fri Apr  6 03:35:40 2018, 70.60,23.20,73.76,792,826,879,890,890,887,888,890,882,885,897,891,0,893,882,889,0,0,0,0,
Fri Apr  6 03:40:40 2018, 70.50,23.20,73.76,792,826,879,890,891,886,888,890,882,885,896,891,0,893,884,889,0,0,0,0,
Fri Apr  6 03:45:40 2018, 70.40,23.20,73.76,792,827,880,890,890,886,888,890,883,886,897,892,0,893,883,889,0,0,0,0,
Fri Apr  6 03:50:40 2018, 70.30,23.20,73.76,792,826,879,890,891,887,888,890,882,885,897,891,2,893,883,888,0,0,0,0,
Fri Apr  6 03:55:40 2018, 70.30,23.20,73.76,792,826,879,890,890,886,887,890,882,886,897,891,0,892,884,888,0,0,0,0,
Fri Apr  6 04:00:40 2018, 70.20,23.20,73.76,791,826,880,890,891,887,888,890,882,886,896,891,0,893,884,889,0,0,0,0,
Fri Apr  6 04:05:40 2018, 70.10,23.20,73.76,792,826,879,890,891,886,888,890,882,886,896,890,0,892,883,889,0,0,0,0,
Fri Apr  6 04:10:41 2018, 70.00,23.20,73.76,792,826,879,890,891,887,888,890,882,885,897,892,7,893,883,889,0,0,0,0,
Fri Apr  6 04:15:41 2018, 70.00,23.20,73.76,792,826,880,889,891,887,888,889,882,886,897,891,20,892,883,888,0,0,0,0,
Fri Apr  6 04:20:41 2018, 69.90,23.20,73.76,793,826,880,890,891,887,888,889,882,886,897,892,3,893,883,888,0,0,0,0,
Fri Apr  6 04:25:41 2018, 69.90,23.20,73.76,792,827,879,890,891,886,888,890,882,886,897,892,1,893,883,889,0,0,0,0,
Fri Apr  6 04:30:41 2018, 69.80,23.20,73.76,792,826,879,890,891,887,887,890,882,886,897,891,0,893,883,888,0,0,0,0,
Fri Apr  6 04:35:41 2018, 69.80,23.20,73.76,792,826,879,890,891,886,888,890,882,886,897,891,0,893,885,888,0,0,0,0,
Fri Apr  6 04:40:41 2018, 69.80,23.20,73.76,792,826,879,890,891,887,887,890,882,886,897,891,6,892,884,889,0,0,0,0,
Fri Apr  6 04:45:41 2018, 69.70,23.10,73.58,791,827,880,890,891,886,888,890,882,886,896,891,22,893,883,888,0,0,0,0,
Fri Apr  6 04:50:41 2018, 69.70,23.20,73.76,792,826,879,891,891,887,888,889,883,886,897,891,3,893,883,888,0,0,0,0,
Fri Apr  6 04:55:41 2018, 69.70,23.20,73.76,792,826,878,890,891,887,888,890,882,885,896,891,1,893,883,889,0,0,0,0,
Fri Apr  6 05:00:41 2018, 69.70,23.20,73.76,792,826,879,890,891,886,888,889,882,886,896,891,0,893,883,889,0,0,0,0,
Fri Apr  6 05:05:41 2018, 69.50,23.10,73.58,792,826,879,891,891,887,888,890,882,886,897,891,0,893,883,889,0,0,0,0,
Fri Apr  6 05:10:41 2018, 69.40,23.10,73.58,792,826,879,890,891,887,887,890,882,886,897,891,0,893,883,889,0,0,0,0,
Fri Apr  6 05:15:41 2018, 69.50,23.20,73.76,791,825,879,889,890,885,887,889,881,886,897,891,6,892,883,887,0,0,0,0,
Fri Apr  6 05:20:42 2018, 69.40,23.10,73.58,792,827,879,890,891,886,888,890,882,886,897,891,20,893,883,888,0,0,0,0,
Fri Apr  6 05:25:42 2018, 69.40,23.10,73.58,792,826,879,890,890,887,887,890,882,885,897,891,6,892,882,888,0,0,0,0,
Fri Apr  6 05:30:42 2018, 69.30,23.10,73.58,792,826,879,890,891,887,888,890,882,886,897,891,6,892,883,889,0,0,0,0,
Fri Apr  6 05:35:42 2018, 69.30,23.10,73.58,792,827,879,890,891,887,888,890,881,886,897,891,0,893,883,888,0,0,0,0,
Fri Apr  6 05:40:42 2018, 69.30,23.10,73.58,792,826,879,890,891,887,888,889,883,885,897,891,8,893,883,889,0,0,0,0,
Fri Apr  6 05:45:42 2018, 69.30,23.10,73.58,792,827,880,890,891,886,888,890,882,886,897,890,0,892,883,889,0,0,0,0,
Fri Apr  6 05:50:42 2018, 69.20,23.10,73.58,792,826,879,890,891,887,888,890,882,886,897,891,0,892,883,889,0,0,0,0,
Fri Apr  6 05:55:42 2018, 69.30,23.10,73.58,791,826,879,890,891,887,888,890,882,886,897,891,6,892,883,889,0,0,0,0,
Fri Apr  6 06:00:42 2018, 69.30,23.10,73.58,792,827,879,890,891,886,888,890,882,885,897,892,0,892,883,889,0,0,0,0,
Fri Apr  6 06:05:43 2018, 69.40,23.10,73.58,792,826,879,890,890,887,887,890,883,885,897,891,2,893,883,888,0,0,0,0,
Fri Apr  6 06:10:43 2018, 69.30,23.10,73.58,792,826,879,890,891,887,888,890,882,885,897,891,6,892,883,888,0,0,0,0,
Fri Apr  6 06:15:43 2018, 69.30,23.10,73.58,792,827,879,890,891,887,888,890,882,886,897,891,0,893,883,888,0,0,0,0,
Fri Apr  6 06:20:43 2018, 69.30,23.10,73.58,792,826,879,890,891,887,887,889,882,886,897,891,7,893,883,889,0,0,0,0,
Fri Apr  6 06:25:43 2018, 69.20,23.10,73.58,791,827,878,890,892,886,888,890,882,885,897,891,0,893,883,889,0,0,0,0,
Fri Apr  6 06:30:43 2018, 69.20,23.10,73.58,792,826,879,890,890,887,888,890,882,886,897,891,0,892,884,888,0,0,0,0,
Fri Apr  6 06:35:43 2018, 69.20,23.10,73.58,792,827,878,865.30,22.70,72.86,790,824,876,890,890,886,888,890,882,886,898,892,0,892,883,889,0,0,0,0,
Fri Apr  6 06:40:43 2018, 65.20,22.70,72.86,790,823,875,890,890,887,887,890,882,886,897,891,0,892,883,889,0,0,0,0,
Fri Apr  6 06:45:43 2018, 65.20,22.70,72.86,790,824,876,890,890,887,887,890,883,886,897,891,0,893,883,889,0,0,0,0,
Fri Apr  6 06:50:43 2018, 65.10,22.70,72.86,790,823,876,890,891,887,887,890,883,886,897,891,0,892,883,889,0,0,0,0,
Fri Apr  6 06:55:43 2018, 65.00,22.70,72.86,790,822,875,890,890,887,888,890,883,885,898,891,0,892,882,889,0,0,0,0,
Fri Apr  6 07:00:44 2018, 65.00,22.70,72.86,790,823,875,890,890,887,887,890,882,885,898,891,19,893,883,889,0,0,0,0,
Fri Apr  6 07:05:44 2018, 64.90,22.70,72.86,790,823,876,889,890,887,887,890,883,886,898,891,0,892,882,890,0,0,0,0,
Fri Apr  6 07:10:44 2018, 64.80,22.70,72.86,790,823,876,890,890,887,888,890,882,886,898,892,0,893,883,889,0,0,0,0,
Fri Apr  6 07:15:44 2018, 64.90,22.70,72.86,790,824,876,890,890,886,887,890,883,886,897,891,0,892,883,889,0,0,0,0,
Fri Apr  6 07:20:44 2018, 64.90,22.70,72.86,790,824,876,889,890,887,888,890,882,886,898,892,19,892,883,889,0,0,0,0,
Fri Apr  6 07:25:44 2018, 64.90,22.70,72.86,790,824,876,889,891,887,887,890,883,885,898,891,0,892,883,889,0,0,0,0,
Fri Apr  6 07:30:44 2018, 64.90,22.70,72.86,790,823,876,890,890,887,887,890,883,886,898,891,1,893,882,889,0,0,0,0,
Fri Apr  6 07:35:44 2018, 64.90,22.70,72.86,789,823,876,889,891,888,887,890,882,886,898,891,0,892,883,889,0,0,0,0,
Fri Apr  6 07:40:44 2018, 64.90,22.70,72.86,791,823,876,890,891,886,887,890,883,886,898,891,0,892,884,889,0,0,0,0,
Fri Apr  6 07:45:44 2018, 65.10,22.80,73.04,790,823,875,889,891,887,887,890,883,886,898,892,18,892,883,889,0,0,0,0,
Fri Apr  6 07:50:44 2018, 65.00,22.80,73.04,790,824,876,890,891,887,888,890,882,886,897,891,0,892,883,889,0,0,0,0,
Fri Apr  6 07:55:44 2018, 65.00,22.80,73.04,791,823,876,890,890,887,887,890,883,886,898,892,0,892,883,889,0,0,0,0,
Fri Apr  6 08:00:45 2018, 64.90,22.80,73.04,790,823,875,890,891,886,887,890,883,886,898,891,17,893,883,889,0,0,0,0,
Fri Apr  6 08:05:45 2018, 64.90,22.80,73.04,791,823,876,890,890,887,886,890,884,886,898,891,1,892,883,889,0,0,0,0,
Fri Apr  6 08:10:45 2018, 64.80,22.80,73.04,790,823,876,890,890,887,887,890,883,885,898,891,0,892,883,890,0,0,0,0,
Fri Apr  6 08:15:45 2018, 64.80,22.80,73.04,790,823,876,890,890,887,887,890,883,886,898,891,0,892,883,889,0,0,0,0,
Fri Apr  6 08:20:45 2018, 64.70,22.80,73.04,791,823,875,890,890,887,888,890,883,886,898,892,1,893,883,889,0,0,0,0,
Fri Apr  6 08:25:45 2018, 64.70,22.80,73.04,790,823,876,889,890,887,888,890,884,886,898,892,0,893,883,889,0,0,0,0,
Fri Apr  6 08:30:45 2018, 64.60,22.80,73.04,791,823,876,890,890,887,887,890,883,885,898,891,6,893,882,889,0,0,0,0,
Fri Apr  6 08:35:45 2018, 64.60,22.80,73.04,790,824,875,889,891,887,888,890,883,886,897,892,0,892,883,889,0,0,0,0,
Fri Apr  6 08:40:45 2018, 64.60,22.80,73.04,790,823,876,889,890,886,887,889,883,885,897,891,0,892,882,888,0,0,0,0,
Fri Apr  6 08:45:45 2018, 64.60,22.80,73.04,790,822,876,889,891,887,888,890,883,886,898,891,0,892,883,889,0,0,0,0,
Fri Apr  6 08:50:45 2018, 64.60,22.80,73.04,791,823,875,890,891,887,888,890,883,886,898,890,0,892,883,889,0,0,0,0,
Fri Apr  6 08:55:46 2018, 64.70,22.80,73.04,791,823,876,890,890,887,887,890,883,886,898,891,0,892,883,889,0,0,0,0,
Fri Apr  6 09:00:46 2018, 64.80,22.80,73.04,791,823,876,889,890,887,887,890,882,886,898,891,18,893,882,889,0,0,0,0,
Fri Apr  6 09:05:46 2018, 64.80,22.80,73.04,790,824,875,890,891,886,887,890,883,886,897,891,0,892,883,889,0,0,0,0,
Fri Apr  6 09:10:46 2018, 64.60,22.80,73.04,790,824,877,889,891,886,888,890,883,886,898,891,2,893,883,889,0,0,0,0,
Fri Apr  6 09:15:46 2018, 64.70,22.90,73.22,791,824,876,890,891,887,887,891,882,886,898,891,0,893,883,888,0,0,0,0,
Fri Apr  6 09:20:46 2018, 64.60,22.90,73.22,790,823,876,889,891,887,888,891,882,886,898,892,0,893,884,889,0,0,0,0,
Fri Apr  6 09:25:46 2018, 64.50,22.90,73.22,790,824,876,890,890,887,887,890,883,886,898,891,7,893,883,890,0,0,0,0,
Fri Apr  6 09:30:46 2018, 64.50,22.90,73.22,790,823,877,890,890,886,887,890,883,886,899,891,3,892,883,889,0,0,0,0,
Fri Apr  6 09:35:46 2018, 64.40,22.90,73.22,790,823,876,889,890,887,888,890,883,886,898,892,17,892,883,889,0,0,0,0,
Fri Apr  6 09:40:46 2018, 64.30,22.90,73.22,790,824,876,889,891,887,887,890,883,886,898,891,0,892,883,890,0,0,0,0,
Fri Apr  6 09:45:46 2018, 64.20,22.90,73.22,791,824,875,890,891,886,888,890,883,886,899,891,0,892,882,889,0,0,0,0,
Fri Apr  6 09:50:46 2018, 64.20,22.90,73.22,793,815,888,891,893,891,886,899,884,885,891,891,2,893,885,890,0,0,6,0,
Fri Apr  6 09:55:47 2018, 65.80,22.90,73.22,795,820,891,894,894,895,886,894,885,882,878,886,4,892,884,888,0,0,5,0,
Fri Apr  6 10:00:47 2018, 70.70,22.90,73.22,795,819,896,896,893,893,886,893,884,884,886,891,13,892,883,889,0,0,12,0,
Fri Apr  6 10:05:47 2018, 72.20,22.90,73.22,795,819,896,897,892,894,887,892,884,884,884,891,17,892,884,890,0,0,14,0,
Fri Apr  6 10:10:47 2018, 72.60,22.90,73.22,795,818,896,897,891,894,886,892,884,883,884,890,19,891,883,889,0,0,14,0,
Fri Apr  6 10:15:47 2018, 72.70,22.90,73.22,794,819,897,897,891,894,886,891,883,884,884,891,21,891,884,889,0,0,14,0,
Fri Apr  6 10:20:47 2018, 72.70,22.90,73.22,7961.40,22.90,73.22,792,822,883,888,892,889,888,887,880,884,897,892,1,894,884,886,0,0,0,0,
Fri Apr  6 10:25:47 2018, 61.40,22.90,73.22,793,822,883,888,892,889,888,888,880,883,897,892,1,894,884,887,0,0,0,0,
Fri Apr  6 10:30:47 2018, 61.50,22.90,73.22,793,823,883,889,892,889,888,887,880,884,897,892,0,894,884,886,0,0,0,0,
Fri Apr  6 10:35:47 2018, 61.50,22.90,73.22,792,822,883,889,892,889,888,888,880,885,897,891,0,894,884,886,0,0,0,0,
Fri Apr  6 10:40:47 2018, 61.50,22.90,73.22,792,823,883,889,892,889,888,888,880,884,897,891,0,894,884,886,0,0,0,0,
Fri Apr  6 10:45:47 2018, 61.40,22.90,73.22,793,823,883,889,893,888,888,888,880,884,897,891,0,894,884,885,0,0,0,0,
Fri Apr  6 10:50:47 2018, 61.50,22.90,73.22,792,823,883,888,892,889,888,887,880,884,897,892,0,894,884,887,0,0,0,0,
Fri Apr  6 10:55:47 2018, 61.50,22.90,73.22,792,823,883,888,892,889,888,888,880,884,898,891,0,894,884,886,0,0,0,0,
Fri Apr  6 11:00:48 2018, 61.40,22.90,73.22,792,822,883,888,892,889,888,887,881,885,897,891,16,894,884,886,0,0,0,0,
Fri Apr  6 11:05:48 2018, 61.40,22.90,73.22,793,822,883,889,892,889,888,888,880,884,898,891,0,894,884,886,0,0,0,0,
